ID	Length	SRX9120579
ENSG00000155366	9999	1007.5
ENSG00000269652	9999	2532.0
ENSG00000152778	5499	94.5
ENSG00000069011	4499	522.5
ENSG00000273199	3999	345.5
ENSG00000133318	11499	916.5
ENSG00000131871	5999	704.5
ENSG00000248866	3999	49.5
ENSG00000198780	9999	1568.0
ENSG00000250615	5999	92.5
ENSG00000198455	3999	119.5
ENSG00000189241	9499	723.5
ENSG00000065268	3999	184.5
ENSG00000169714	5499	765.5
ENSG00000142937	16499	8601.0
ENSG00000266462	28999	6675.5
ENSG00000179091	6499	3372.5
ENSG00000260953	5999	132.5
ENSG00000141367	10499	1109.0
ENSG00000157216	9499	1053.5
ENSG00000142871	34893	18558.0
ENSG00000266939	5499	185.0
ENSG00000175130	10999	10516.0
ENSG00000225975	4999	180.0
ENSG00000226434	5499	107.5
ENSG00000077616	9999	1540.0
ENSG00000115486	11999	14633.5
ENSG00000251414	6499	890.5
ENSG00000176845	4499	112.5
ENSG00000100479	19999	4931.0
ENSG00000166405	5499	719.0
ENSG00000271237	8499	244.0
ENSG00000176978	7499	2042.5
ENSG00000265306	6499	1084.5
ENSG00000152767	3999	249.5
ENSG00000228404	5999	1950.5
ENSG00000261008	11999	130.0
ENSG00000178188	3999	367.5
ENSG00000177370	5999	870.0
ENSG00000124575	9999	589.0
ENSG00000132003	29499	13141.5
ENSG00000131724	3999	131.5
ENSG00000163810	4999	136.5
ENSG00000158710	6999	477.0
ENSG00000247077	5999	226.0
ENSG00000251874	10999	884.5
ENSG00000168564	5499	386.0
ENSG00000130748	3999	279.0
ENSG00000267458	8999	10122.5
ENSG00000149483	3999	77.0
ENSG00000005884	3999	141.0
ENSG00000272072	4999	66.0
ENSG00000147535	3999	986.5
ENSG00000267030	5499	165.5
ENSG00000087302	8499	421.0
ENSG00000096384	14499	8327.0
ENSG00000254943	5999	98.0
ENSG00000187775	4499	66.5
ENSG00000228175	5499	194.5
ENSG00000204533	9499	337.5
ENSG00000221038	7499	657.0
ENSG00000114650	5999	425.0
ENSG00000117394	3999	693.0
ENSG00000224037	3999	169.0
ENSG00000034510	8999	9519.0
ENSG00000187608	5499	189.0
ENSG00000226479	4499	1042.0
ENSG00000100652	11499	5400.0
ENSG00000109971	6999	1925.5
ENSG00000064490	4999	212.0
ENSG00000119953	6499	737.0
ENSG00000243449	3999	203.5
ENSG00000222611	4999	157.5
ENSG00000201469	19999	4093.0
ENSG00000174292	14999	2057.0
ENSG00000168259	9499	4159.0
ENSG00000139835	4999	7152.0
ENSG00000168002	4499	172.5
ENSG00000131652	4499	4061.0
ENSG00000238459	10999	831.0
ENSG00000260796	6499	693.0
ENSG00000255252	9999	1839.5
ENSG00000188770	8999	140.5
ENSG00000107185	4999	190.0
ENSG00000270846	4999	423.0
ENSG00000124688	10499	2211.5
ENSG00000183624	8999	5187.0
ENSG00000163607	3999	219.5
ENSG00000132153	4999	3982.5
ENSG00000201850	4999	323.0
ENSG00000100379	5999	155.5
ENSG00000082212	3999	79.0
ENSG00000149179	25499	2331.0
ENSG00000165527	18499	4374.0
ENSG00000201900	6499	3591.5
ENSG00000260708	3999	386.5
ENSG00000251749	13999	1864.5
ENSG00000233436	5999	3415.5
ENSG00000169495	7999	1683.5
ENSG00000273004	5999	324.5
ENSG00000228830	8499	1172.5
ENSG00000261779	10999	494.5
ENSG00000273218	13499	1298.0
ENSG00000167130	5999	1596.5
ENSG00000237718	3999	102.5
ENSG00000227741	3999	51.0
ENSG00000168264	10499	1939.0
ENSG00000130764	6499	185.0
ENSG00000130714	9499	730.0
ENSG00000267342	6499	1732.0
ENSG00000159579	4499	117.5
ENSG00000230564	9999	1023.5
ENSG00000183255	3999	160.0
ENSG00000224999	6999	643.0
ENSG00000161011	6999	1001.0
ENSG00000234159	14499	1690.5
ENSG00000124172	4999	175.5
ENSG00000186628	11999	463.5
ENSG00000155760	5499	250.0
ENSG00000241370	4499	109.0
ENSG00000088888	7499	555.0
ENSG00000110721	3999	192.5
ENSG00000163660	10999	1979.5
ENSG00000107404	10499	1800.5
ENSG00000261266	20499	1321.0
ENSG00000255874	8499	762.0
ENSG00000246334	5999	349.0
ENSG00000100906	7999	424.5
ENSG00000197238	13999	5234.5
ENSG00000141527	9999	706.5
ENSG00000087086	26499	19004.0
ENSG00000141522	6999	5814.5
ENSG00000168795	16999	937.0
ENSG00000226754	4499	656.5
ENSG00000053371	10999	728.0
ENSG00000173039	4999	340.5
ENSG00000169026	6999	786.5
ENSG00000232811	9999	2752.0
ENSG00000134809	5499	436.0
ENSG00000244451	16499	3757.5
ENSG00000155465	6499	1228.0
ENSG00000224621	16999	1125.0
ENSG00000147912	19499	1364.0
ENSG00000132485	9999	515.0
ENSG00000099330	19999	2966.5
ENSG00000163704	17999	950.5
ENSG00000252578	4999	565.5
ENSG00000131153	4499	267.0
ENSG00000225037	4999	489.0
ENSG00000103126	8999	1260.0
ENSG00000178028	4499	793.5
ENSG00000134590	6499	510.5
ENSG00000251484	12499	4128.5
ENSG00000164597	7499	128.5
ENSG00000198783	11999	1297.0
ENSG00000185127	11499	3371.5
ENSG00000125449	14999	3104.5
ENSG00000181924	6499	750.5
ENSG00000164631	4499	73.5
ENSG00000079134	3999	899.0
ENSG00000141551	13999	3610.0
ENSG00000272944	7499	1040.0
ENSG00000269089	11999	444.5
ENSG00000116922	4999	154.5
ENSG00000224505	11499	9476.5
ENSG00000100300	5999	1614.0
ENSG00000258623	8999	720.0
ENSG00000234409	30999	4759.5
ENSG00000250365	5499	230.5
ENSG00000177757	7499	1377.0
ENSG00000158863	4999	130.0
ENSG00000270094	12499	2614.5
ENSG00000243649	6499	1012.5
ENSG00000187595	3999	948.0
ENSG00000243053	11999	826.0
ENSG00000127564	7999	372.0
ENSG00000168924	10499	617.5
ENSG00000257913	3999	301.5
ENSG00000167553	4999	706.0
ENSG00000116863	8999	467.0
ENSG00000234465	11999	3680.5
ENSG00000107581	7499	1139.0
ENSG00000245694	4999	232.5
ENSG00000148300	8999	548.5
ENSG00000186577	24999	55939.0
ENSG00000120129	4499	483.5
ENSG00000113758	8499	2955.5
ENSG00000006712	10499	3929.5
ENSG00000165188	5999	543.5
ENSG00000229539	3999	289.5
ENSG00000100147	6499	544.0
ENSG00000182685	3999	647.5
ENSG00000111639	7499	3209.0
ENSG00000179348	6999	218.0
ENSG00000149679	6499	1690.5
ENSG00000196176	15499	5286.0
ENSG00000257303	5499	650.5
ENSG00000206805	11999	207.5
ENSG00000146109	7499	828.5
ENSG00000272086	6499	542.0
ENSG00000091651	4499	83.0
ENSG00000104960	16499	7439.5
ENSG00000212624	4999	182.0
ENSG00000173545	6499	197.5
ENSG00000128272	17999	11782.0
ENSG00000184164	7999	187.5
ENSG00000138600	4999	93.5
ENSG00000134294	7999	1049.5
ENSG00000088766	5999	60.0
ENSG00000180096	3999	114.0
ENSG00000253669	3999	163.0
ENSG00000196966	9999	531.0
ENSG00000125148	7499	2160.0
ENSG00000270802	13499	397.5
ENSG00000225138	5999	144.0
ENSG00000262136	15999	9102.0
ENSG00000130724	7499	14153.0
ENSG00000230532	10499	810.0
ENSG00000167900	6999	2369.5
ENSG00000197958	26499	4972.5
ENSG00000174021	8499	488.0
ENSG00000125814	15999	2135.0
ENSG00000132432	9499	486.5
ENSG00000132612	13999	4463.0
ENSG00000138107	3999	150.5
ENSG00000253022	14154	2488.0
ENSG00000123080	7999	699.0
ENSG00000184897	10999	2133.5
ENSG00000163481	3999	867.5
ENSG00000220785	8999	5020.5
ENSG00000141759	9499	1007.5
ENSG00000180979	7499	193.0
ENSG00000259642	4999	279.0
ENSG00000234093	4499	8126.0
ENSG00000160781	4499	385.5
ENSG00000198901	10499	573.5
ENSG00000272764	5999	747.0
ENSG00000237015	32499	1906.0
ENSG00000145337	8999	542.5
ENSG00000258725	12499	767.5
ENSG00000101019	6499	492.0
ENSG00000138111	5499	881.0
ENSG00000262049	16999	1906.0
ENSG00000234937	11499	705.0
ENSG00000105649	5499	368.0
ENSG00000255498	3999	241.5
ENSG00000077312	6999	162.0
ENSG00000145022	5999	199.5
ENSG00000172638	3999	267.0
ENSG00000105135	6999	795.0
ENSG00000258952	7999	1282.5
ENSG00000063046	4499	146.5
ENSG00000026036	8499	10110.5
ENSG00000234281	3999	38.5
ENSG00000160193	8499	197.0
ENSG00000172216	13499	7831.0
ENSG00000141027	28999	4705.0
ENSG00000259192	4999	135.5
ENSG00000269987	7999	3303.5
ENSG00000128590	6499	347.0
ENSG00000149527	3999	98.5
ENSG00000117862	4999	104.5
ENSG00000267200	4499	646.0
ENSG00000225610	4999	61.5
ENSG00000123989	4499	650.0
ENSG00000167778	5999	435.5
ENSG00000177946	4499	575.5
ENSG00000136908	3999	326.5
ENSG00000272269	7499	609.0
ENSG00000096080	4999	101.0
ENSG00000167962	6999	342.0
ENSG00000264044	10999	1386.5
ENSG00000122862	7999	710.0
ENSG00000101294	11499	613.5
ENSG00000188451	10999	1752.0
ENSG00000212569	4499	65.0
ENSG00000186834	8499	1631.5
ENSG00000265490	6999	715.0
ENSG00000224916	4999	158.0
ENSG00000205664	5999	247.0
ENSG00000175662	19499	5663.0
ENSG00000216921	6499	274.5
ENSG00000149657	7999	3573.5
ENSG00000269495	3999	668.5
ENSG00000179528	7499	337.5
ENSG00000188807	5499	130.0
ENSG00000154518	7499	641.5
ENSG00000110321	6499	521.5
ENSG00000266355	3999	169.5
ENSG00000115738	4999	273.5
ENSG00000227799	5499	89.5
ENSG00000130741	3999	1609.5
ENSG00000256897	7499	122.0
ENSG00000252082	10999	2447.5
ENSG00000272079	10999	732.5
ENSG00000116459	3999	65.5
ENSG00000270084	3999	2045.5
ENSG00000123353	7499	725.0
ENSG00000100276	5999	242.5
ENSG00000259460	10499	889.5
ENSG00000201818	5999	133.0
ENSG00000237172	3999	109.5
ENSG00000114841	8999	2059.0
ENSG00000196152	5999	6025.0
ENSG00000139190	10499	604.5
ENSG00000239486	3999	318.5
ENSG00000132698	6499	839.5
ENSG00000121406	7499	458.0
ENSG00000119986	10999	872.0
ENSG00000230739	16499	3717.5
ENSG00000124243	5499	130.5
ENSG00000115484	3999	122.5
ENSG00000148229	5499	213.0
ENSG00000148291	14999	14209.0
ENSG00000125740	5499	150.0
ENSG00000228277	17499	840.0
ENSG00000041880	5999	94.0
ENSG00000119403	12499	1087.5
ENSG00000221978	9999	721.5
ENSG00000106268	4499	337.0
ENSG00000266852	13999	1397.0
ENSG00000169583	5499	1005.5
ENSG00000143867	4499	777.0
ENSG00000101084	6999	687.0
ENSG00000166143	7499	219.0
ENSG00000178531	4999	1851.5
ENSG00000272447	6499	652.5
ENSG00000240494	19499	8836.0
ENSG00000175906	3999	337.5
ENSG00000113712	7999	291.0
ENSG00000260369	7999	1003.0
ENSG00000173992	10499	480.5
ENSG00000136122	3999	181.5
ENSG00000126768	5999	248.5
ENSG00000119326	7999	645.5
ENSG00000090581	9499	879.5
ENSG00000225880	6999	1147.0
ENSG00000160957	5499	1285.5
ENSG00000183779	4499	212.5
ENSG00000122406	3999	1871.0
ENSG00000099203	3999	1219.5
ENSG00000164733	4499	648.0
ENSG00000254741	16999	2802.0
ENSG00000212864	7999	447.5
ENSG00000100603	9499	796.0
ENSG00000270760	7499	1255.5
ENSG00000145386	13999	442.0
ENSG00000204308	15999	2549.0
ENSG00000134186	8499	718.5
ENSG00000265388	4499	339.5
ENSG00000177374	6499	419.5
ENSG00000117616	17999	1078.5
ENSG00000227474	4999	720.5
ENSG00000268471	4999	299.5
ENSG00000167094	4499	131.5
ENSG00000087274	4499	1630.5
ENSG00000236153	4499	470.0
ENSG00000248409	6999	354.5
ENSG00000136270	5999	399.5
ENSG00000148337	6999	4160.0
ENSG00000184678	8499	1150.0
ENSG00000243960	5499	840.5
ENSG00000252774	20499	749.0
ENSG00000231119	8499	460.0
ENSG00000197102	5999	185.0
ENSG00000225407	5499	144.0
ENSG00000268396	8499	814.0
ENSG00000167513	9999	5559.0
ENSG00000229036	9999	1270.5
ENSG00000169136	8499	846.5
ENSG00000123146	14499	2326.0
ENSG00000166793	6999	568.0
ENSG00000130299	3999	82.5
ENSG00000118997	3999	787.0
ENSG00000132475	10499	3247.5
ENSG00000165828	4999	799.5
ENSG00000267002	3999	138.5
ENSG00000273391	8499	1413.0
ENSG00000139266	8499	154.0
