ID	Length	SRX9120575
ENSG00000155366	8999	1271.5
ENSG00000185947	7499	137.5
ENSG00000133318	9499	843.0
ENSG00000081307	8499	555.5
ENSG00000248866	3999	72.0
ENSG00000250615	4499	570.5
ENSG00000189241	5499	141.0
ENSG00000065268	3999	212.0
ENSG00000169714	4499	1423.0
ENSG00000142937	3999	190.0
ENSG00000179091	6499	636.0
ENSG00000241399	10999	2428.5
ENSG00000254924	8499	140.0
ENSG00000160298	3999	67.5
ENSG00000260953	6499	161.5
ENSG00000141367	10499	1333.5
ENSG00000157216	9999	1508.0
ENSG00000266939	5999	246.0
ENSG00000175130	7499	4854.0
ENSG00000225975	5499	106.5
ENSG00000260441	3999	51.5
ENSG00000049860	3999	148.0
ENSG00000008853	4499	2957.0
ENSG00000176761	5499	425.5
ENSG00000077616	10499	1999.0
ENSG00000115486	9499	13797.0
ENSG00000251414	3999	65.0
ENSG00000100479	7499	77.5
ENSG00000265750	4499	296.0
ENSG00000166405	8499	665.5
ENSG00000117477	8499	448.0
ENSG00000176978	12499	1538.5
ENSG00000265306	3999	163.5
ENSG00000152767	8499	2043.5
ENSG00000228404	9999	2098.0
ENSG00000178188	3999	127.0
ENSG00000177370	5999	1725.5
ENSG00000131724	7499	449.5
ENSG00000163810	12499	1028.5
ENSG00000259884	7499	142.0
ENSG00000133619	3999	75.0
ENSG00000267458	5999	8881.0
ENSG00000005884	3999	297.5
ENSG00000267030	3999	140.0
ENSG00000087302	4999	342.5
ENSG00000136159	6999	147.0
ENSG00000096384	5999	6663.0
ENSG00000254943	5499	93.0
ENSG00000159267	3999	155.5
ENSG00000187775	4999	183.5
ENSG00000204165	4499	118.0
ENSG00000114650	5999	1169.0
ENSG00000248821	12499	220.5
ENSG00000236883	7999	462.5
ENSG00000226479	4499	1231.0
ENSG00000237950	5999	46.5
ENSG00000124713	5499	290.0
ENSG00000157077	6499	322.0
ENSG00000184661	7999	1067.0
ENSG00000206880	21499	2453.0
ENSG00000201469	5499	4104.0
ENSG00000168259	9499	6641.0
ENSG00000139835	5499	3408.0
ENSG00000260796	5499	73.5
ENSG00000122515	5999	801.0
ENSG00000255252	6999	684.0
ENSG00000107185	8499	231.5
ENSG00000102805	5999	1042.5
ENSG00000119314	3999	68.0
ENSG00000132153	6499	7116.5
ENSG00000100379	4499	63.5
ENSG00000082212	6499	321.5
ENSG00000251749	4499	58.0
ENSG00000108468	6499	598.5
ENSG00000233436	7999	1956.0
ENSG00000158109	7499	539.0
ENSG00000261779	6499	492.0
ENSG00000196664	15999	749.0
ENSG00000001630	5499	410.5
ENSG00000130714	7499	710.5
ENSG00000267342	5499	544.5
ENSG00000182150	3999	141.0
ENSG00000153560	3999	286.0
ENSG00000198089	3999	491.5
ENSG00000161011	7499	411.5
ENSG00000258985	9499	574.5
ENSG00000088888	7999	5216.5
ENSG00000110721	11499	623.0
ENSG00000107404	10499	1075.0
ENSG00000255874	5999	324.5
ENSG00000246334	5499	292.5
ENSG00000222389	3999	33.0
ENSG00000141527	5999	685.0
ENSG00000141522	6999	1000.5
ENSG00000226754	10499	1137.5
ENSG00000053371	11499	1111.5
ENSG00000173039	4999	232.0
ENSG00000140829	4499	157.0
ENSG00000131238	4499	8219.5
ENSG00000155465	6499	1639.5
ENSG00000147912	9999	2372.5
ENSG00000234996	6499	628.5
ENSG00000204842	6999	1223.0
ENSG00000272478	3999	273.0
ENSG00000165516	3999	785.0
ENSG00000131153	19499	2414.0
ENSG00000103126	7499	640.5
ENSG00000164597	15499	754.5
ENSG00000185127	11499	2097.5
ENSG00000079134	4999	4297.5
ENSG00000141551	10499	4541.5
ENSG00000225302	6999	207.5
ENSG00000224505	4999	5318.5
ENSG00000021776	3999	497.0
ENSG00000234409	14999	1745.0
ENSG00000158863	4999	222.0
ENSG00000270094	9999	424.5
ENSG00000187595	3999	1211.0
ENSG00000127564	4499	476.0
ENSG00000257913	23499	1996.0
ENSG00000165905	5499	884.5
ENSG00000117859	4499	314.0
ENSG00000234465	9999	1313.0
ENSG00000116062	8999	319.0
ENSG00000107581	5499	676.0
ENSG00000157388	4999	177.5
ENSG00000008710	16499	764.5
ENSG00000186577	9999	20335.0
ENSG00000170632	4499	539.5
ENSG00000267469	10499	3992.5
ENSG00000100296	7499	165.5
ENSG00000113758	8499	1787.0
ENSG00000271032	14499	632.5
ENSG00000271868	3999	5490.0
ENSG00000100147	6499	854.0
ENSG00000182319	4499	71.5
ENSG00000202343	5499	182.0
ENSG00000215146	4499	43.0
ENSG00000182685	3999	421.0
ENSG00000140854	4499	311.0
ENSG00000257303	5999	515.0
ENSG00000164742	5499	233.0
ENSG00000125775	5499	149.0
ENSG00000104960	16499	3431.5
ENSG00000272367	13499	220.5
ENSG00000142765	6499	244.5
ENSG00000105982	7499	2652.5
ENSG00000138600	5499	538.0
ENSG00000186714	8999	1161.0
ENSG00000204352	6499	103.0
ENSG00000100196	9499	9179.0
ENSG00000160208	4499	257.0
ENSG00000261757	5499	120.0
ENSG00000122965	9999	146.0
ENSG00000262136	6999	550.5
ENSG00000130724	7499	11091.0
ENSG00000183060	3999	678.5
ENSG00000143457	4499	103.5
ENSG00000167900	5499	2403.0
ENSG00000197958	3999	217.0
ENSG00000125814	11999	755.5
ENSG00000240889	5499	219.0
ENSG00000132612	12999	3326.5
ENSG00000138107	3999	424.5
ENSG00000123080	7999	265.0
ENSG00000163481	3999	1091.5
ENSG00000141759	7999	853.0
ENSG00000180979	9499	323.0
ENSG00000113522	7499	357.5
ENSG00000234093	4499	1627.5
ENSG00000260814	5499	1115.5
ENSG00000237015	4499	337.0
ENSG00000138111	5499	2911.5
ENSG00000262049	10999	848.5
ENSG00000075886	3999	147.5
ENSG00000123600	5499	76.0
ENSG00000145022	4499	79.5
ENSG00000172638	3999	178.5
ENSG00000105135	7499	1459.0
ENSG00000258952	7499	1723.5
ENSG00000224799	4499	124.5
ENSG00000026036	8499	2084.5
ENSG00000269054	3999	94.0
ENSG00000160193	7499	200.5
ENSG00000136436	8999	259.5
ENSG00000141027	11499	1868.5
ENSG00000269987	7999	4823.0
ENSG00000149527	4499	164.5
ENSG00000100711	3999	463.5
ENSG00000126822	3999	58.0
ENSG00000225610	5499	248.5
ENSG00000224138	23999	1545.0
ENSG00000167778	6999	520.0
ENSG00000110711	4999	449.5
ENSG00000177946	8499	1025.5
ENSG00000186063	10499	1265.0
ENSG00000242748	3999	46.5
ENSG00000264044	7999	797.0
ENSG00000101294	5499	507.0
ENSG00000180376	5499	1109.0
ENSG00000249042	9999	1433.0
ENSG00000114021	12999	2722.5
ENSG00000205664	5999	75.5
ENSG00000216921	6499	158.5
ENSG00000113318	10499	375.0
ENSG00000197362	6499	108.0
ENSG00000236830	4499	1173.5
ENSG00000188807	7499	287.5
ENSG00000140534	5499	109.0
ENSG00000266566	5499	85.0
ENSG00000250261	18999	1374.5
ENSG00000227799	5499	80.5
ENSG00000112761	8999	264.5
ENSG00000140807	8999	202.5
ENSG00000130741	3999	2929.5
ENSG00000135540	12999	640.0
ENSG00000272079	6999	107.5
ENSG00000116459	5999	111.5
ENSG00000270084	3999	3644.5
ENSG00000123353	7499	774.5
ENSG00000048405	3999	85.5
ENSG00000100276	5999	954.0
ENSG00000257410	8999	1547.5
ENSG00000103222	6999	137.5
ENSG00000114841	8499	2653.0
ENSG00000254907	5999	152.0
ENSG00000196152	5999	1149.5
ENSG00000139190	6499	190.5
ENSG00000239486	3999	60.5
ENSG00000119986	4499	1307.0
ENSG00000230739	7499	1925.0
ENSG00000124243	5999	284.0
ENSG00000134852	13999	1154.0
ENSG00000261408	5999	2128.5
ENSG00000148291	14999	12378.5
ENSG00000115419	10999	2050.5
ENSG00000119403	12499	1349.5
ENSG00000164306	7499	595.0
ENSG00000106268	4499	1261.5
ENSG00000266852	5999	278.5
ENSG00000251883	6499	765.0
ENSG00000125885	5999	524.0
ENSG00000178531	4999	1579.0
ENSG00000272447	3999	102.0
ENSG00000176890	6999	982.5
ENSG00000136122	6999	905.0
ENSG00000230613	6499	107.0
ENSG00000090581	9499	658.0
ENSG00000215068	4999	50.5
ENSG00000099203	5999	2087.0
ENSG00000164733	8499	1289.0
ENSG00000254741	16999	1893.0
ENSG00000212864	14499	1689.5
ENSG00000145386	3999	668.5
ENSG00000204308	7999	1505.5
ENSG00000119616	3999	316.0
ENSG00000265388	3999	771.0
ENSG00000177374	6499	756.0
ENSG00000167094	3999	366.0
ENSG00000088808	4999	616.0
ENSG00000254198	4499	386.5
ENSG00000087274	4499	1102.0
ENSG00000248409	8499	642.0
ENSG00000243960	5499	49.5
ENSG00000185722	7499	334.0
ENSG00000197102	5999	521.5
ENSG00000167513	9499	2052.0
ENSG00000126261	9999	710.0
ENSG00000123146	10499	1640.0
ENSG00000160229	6999	147.5
ENSG00000188107	9999	2461.0
ENSG00000248256	3999	196.5
ENSG00000165828	4499	94.5
ENSG00000138031	4999	336.0
ENSG00000267002	6499	162.0
ENSG00000114859	9999	582.0
ENSG00000145919	3999	531.0
ENSG00000065613	6999	1521.0
ENSG00000165972	5999	75.0
ENSG00000146426	5999	134.0
ENSG00000055332	4499	757.0
ENSG00000266509	5999	72.5
ENSG00000125966	4499	2359.5
ENSG00000149927	8999	722.0
ENSG00000269194	3999	176.5
ENSG00000163935	4999	290.5
ENSG00000224930	4999	658.5
ENSG00000004487	5999	1228.0
ENSG00000185825	10999	3458.0
ENSG00000187045	5499	407.0
ENSG00000198205	6499	70.5
ENSG00000159792	23999	1332.0
ENSG00000256928	4499	164.5
ENSG00000207636	7999	141.0
ENSG00000137309	4499	2891.5
ENSG00000249971	8499	1405.5
ENSG00000104442	5999	166.0
ENSG00000067704	8999	2496.5
ENSG00000187848	8499	1110.5
ENSG00000165388	9499	151.5
ENSG00000228492	13499	129.5
ENSG00000157916	8999	657.0
ENSG00000169814	7999	227.5
ENSG00000250312	8499	94.0
ENSG00000137692	5999	129.5
ENSG00000136279	9999	283.5
ENSG00000145740	3999	96.5
ENSG00000258714	5999	604.5
ENSG00000196584	6999	415.0
ENSG00000257267	8499	136.5
ENSG00000229372	8499	151.5
ENSG00000233538	10999	28984.0
ENSG00000080823	18499	1876.5
ENSG00000149634	6499	829.0
ENSG00000139908	6499	500.0
ENSG00000094914	4999	275.5
ENSG00000163946	5499	177.0
ENSG00000273306	7499	227.0
ENSG00000112576	7999	1087.0
ENSG00000144395	7999	768.5
ENSG00000198522	11499	1087.5
ENSG00000011523	4999	3453.0
ENSG00000122678	11999	1429.5
ENSG00000185049	8999	6076.0
ENSG00000168505	3999	227.5
ENSG00000244165	3999	805.5
ENSG00000177728	5499	644.0
ENSG00000162129	6999	436.0
ENSG00000160683	6999	1845.0
ENSG00000164764	9499	121.5
ENSG00000125355	5999	2728.5
ENSG00000102977	4999	160.5
ENSG00000214255	7499	102.0
ENSG00000188986	3999	150.5
ENSG00000063176	6999	1833.5
ENSG00000140153	28999	6301.0
ENSG00000230163	8499	1275.5
ENSG00000258837	3999	68.0
ENSG00000112592	12499	2239.0
ENSG00000128534	7999	371.0
ENSG00000112237	5999	275.5
ENSG00000162526	4999	1207.0
ENSG00000135624	7999	2118.0
ENSG00000084754	6999	342.0
ENSG00000132382	3999	244.0
ENSG00000146830	6499	4204.5
ENSG00000137054	4999	1422.5
ENSG00000254783	3999	46.0
ENSG00000237522	15499	1060.0
ENSG00000115266	6499	653.5
ENSG00000138802	3999	44.5
ENSG00000139668	4999	139.5
ENSG00000130830	4499	3904.5
ENSG00000113558	7499	7113.0
ENSG00000162188	8499	2479.5
ENSG00000119004	10499	613.0
ENSG00000152253	3999	68.5
ENSG00000260121	7999	1365.0
