ID	Length	SRX9120576
ENSG00000069011	3999	105.5
ENSG00000154548	14999	802.5
ENSG00000081307	8999	268.0
ENSG00000252847	3999	32.5
ENSG00000189241	4999	160.0
ENSG00000256433	33499	1477.5
ENSG00000141367	10499	777.5
ENSG00000230424	7499	223.0
ENSG00000157216	9999	1942.0
ENSG00000254756	4499	182.0
ENSG00000175130	46999	11620.0
ENSG00000114654	18999	347.5
ENSG00000180739	4499	62.0
ENSG00000176761	5499	173.5
ENSG00000115486	9499	7085.5
ENSG00000163870	7499	335.5
ENSG00000186432	8999	131.0
ENSG00000251414	8999	538.5
ENSG00000176845	11499	599.0
ENSG00000100479	7999	352.5
ENSG00000166405	5999	767.0
ENSG00000265306	13999	639.5
ENSG00000177370	10999	1308.5
ENSG00000131724	11999	1098.0
ENSG00000168564	20999	338.5
ENSG00000267458	9999	15530.5
ENSG00000005884	6499	1386.0
ENSG00000221060	40785	3829.0
ENSG00000267030	15068	3760.5
ENSG00000100211	7999	662.0
ENSG00000183196	4499	136.5
ENSG00000167232	17999	372.5
ENSG00000204165	3999	141.5
ENSG00000114650	5999	1016.0
ENSG00000117394	11499	244.0
ENSG00000034510	4499	12549.0
ENSG00000273486	9999	149.5
ENSG00000266983	4999	116.5
ENSG00000187608	5499	402.5
ENSG00000226479	4499	307.5
ENSG00000261337	8499	135.5
ENSG00000184661	6999	454.5
ENSG00000064490	6999	195.0
ENSG00000183128	9999	144.0
ENSG00000168259	4499	7654.5
ENSG00000131652	4499	68.5
ENSG00000260796	8999	388.0
ENSG00000107185	6999	80.0
ENSG00000102805	5999	231.5
ENSG00000241634	4499	103.5
ENSG00000124688	32499	2543.5
ENSG00000183624	8999	10231.0
ENSG00000270067	25499	685.5
ENSG00000100379	6499	141.5
ENSG00000196652	17999	2262.0
ENSG00000142089	6999	10784.0
ENSG00000108468	8999	5206.0
ENSG00000169495	4999	1731.0
ENSG00000158109	6499	475.5
ENSG00000182310	10999	306.0
ENSG00000054523	16691	642.5
ENSG00000228830	3999	291.5
ENSG00000250796	9499	471.5
ENSG00000237718	4499	208.0
ENSG00000267342	11499	1727.0
ENSG00000159579	6499	1408.5
ENSG00000260105	9499	594.0
ENSG00000113163	14999	1699.0
ENSG00000213188	7999	378.0
ENSG00000161011	7499	4513.0
ENSG00000236255	4999	314.5
ENSG00000088888	14499	1257.0
ENSG00000110721	6499	501.5
ENSG00000107404	10499	1397.0
ENSG00000164109	6999	111.0
ENSG00000236383	12999	2063.0
ENSG00000087086	8499	16211.0
ENSG00000267892	11999	350.0
ENSG00000053371	14499	2580.5
ENSG00000140829	4999	376.0
ENSG00000169026	6999	218.5
ENSG00000131238	5999	6853.0
ENSG00000224621	6499	99.0
ENSG00000099330	7499	902.0
ENSG00000163704	15999	1548.5
ENSG00000165516	4499	174.5
ENSG00000131153	28999	2299.5
ENSG00000228634	6499	943.5
ENSG00000164597	7999	395.5
ENSG00000105053	4499	129.0
ENSG00000185127	11999	1864.5
ENSG00000125449	14999	5357.0
ENSG00000080815	9999	156.5
ENSG00000100300	5499	4999.0
ENSG00000234409	9999	1667.5
ENSG00000177757	3999	50.5
ENSG00000243649	6499	712.0
ENSG00000169291	5499	217.0
ENSG00000177045	4499	120.5
ENSG00000168924	21999	2787.5
ENSG00000181852	13499	303.0
ENSG00000165905	5999	881.5
ENSG00000132139	4999	388.5
ENSG00000236499	27499	886.5
ENSG00000260276	4499	89.0
ENSG00000234465	11999	2452.0
ENSG00000116062	9499	266.5
ENSG00000107581	5999	171.5
ENSG00000142279	6499	73.0
ENSG00000008710	15499	1883.0
