ID	Length	SRX6637060
ENSG00000251455	20999	380.0
ENSG00000267390	16499	507.0
ENSG00000154548	14999	2156.0
ENSG00000207452	4999	104.0
ENSG00000259618	7999	278.0
ENSG00000081307	7999	145.0
ENSG00000252847	6999	105.0
ENSG00000198780	9999	1425.0
ENSG00000167380	5999	98.0
ENSG00000189241	5999	173.0
ENSG00000169714	5499	373.0
ENSG00000103942	8499	252.0
ENSG00000266462	8999	987.0
ENSG00000179091	6499	1035.0
ENSG00000241399	17999	595.0
ENSG00000269936	15999	526.0
ENSG00000141367	10499	468.0
ENSG00000230424	4999	214.0
ENSG00000157216	9999	457.0
ENSG00000266939	5999	354.0
ENSG00000254756	3999	209.0
ENSG00000175130	7499	681.0
ENSG00000225975	18499	405.0
ENSG00000008853	11999	1777.0
ENSG00000077616	5999	167.0
ENSG00000115486	8499	7872.0
ENSG00000186432	8999	444.0
ENSG00000251414	4499	133.0
ENSG00000176845	7999	787.0
ENSG00000100479	10999	351.0
ENSG00000188342	3999	55.0
ENSG00000265750	4999	90.0
ENSG00000156009	3999	36.0
ENSG00000139218	3999	46.0
ENSG00000117477	18999	1481.0
ENSG00000176978	14999	642.0
ENSG00000265306	5999	56.0
ENSG00000152767	10999	1808.0
ENSG00000228404	6499	529.0
ENSG00000249951	23499	499.0
ENSG00000178188	3999	120.0
ENSG00000177370	10499	576.0
ENSG00000163810	12999	622.0
ENSG00000186198	3999	81.0
ENSG00000259884	4999	67.0
ENSG00000253944	3999	564.0
ENSG00000058673	4499	137.0
ENSG00000196305	4499	50.0
ENSG00000267458	5999	13507.0
ENSG00000273267	8499	69.0
ENSG00000149483	24499	535.0
ENSG00000005884	4999	1101.0
ENSG00000221060	38499	3732.0
ENSG00000147535	4499	402.0
ENSG00000267030	7999	717.0
ENSG00000087302	8499	574.0
ENSG00000136159	10999	197.0
ENSG00000096384	7499	1805.0
ENSG00000187775	4499	385.0
ENSG00000244073	24499	462.0
ENSG00000204533	4999	49.0
ENSG00000239719	12999	343.0
ENSG00000114650	8999	1102.0
ENSG00000200278	4999	432.0
ENSG00000034510	22499	8944.0
ENSG00000273486	6499	108.0
ENSG00000226479	3999	414.0
ENSG00000170561	4499	332.0
ENSG00000272170	4999	47.0
ENSG00000261337	3999	80.0
ENSG00000124713	15999	1108.0
ENSG00000157077	6499	260.0
ENSG00000184661	3999	65.0
ENSG00000170581	3999	268.0
ENSG00000201469	25999	966.0
ENSG00000222460	12499	898.0
ENSG00000259178	4499	38.0
ENSG00000168259	28999	1870.0
ENSG00000139835	5499	1441.0
ENSG00000131652	4499	90.0
ENSG00000122515	5999	299.0
ENSG00000107185	6999	164.0
ENSG00000102805	13999	435.0
ENSG00000241634	7499	46.0
