ID	Length	SRX6637057
ENSG00000221869	6499	379.0
ENSG00000185947	6499	66.0
ENSG00000269772	5999	704.0
ENSG00000223802	5499	823.0
ENSG00000130255	7499	945.0
ENSG00000112578	4499	898.0
ENSG00000230530	5499	239.0
ENSG00000152133	8499	1768.0
ENSG00000146063	8499	38558.0
ENSG00000266462	3999	222.0
ENSG00000179091	4999	977.0
ENSG00000241399	11999	830.0
ENSG00000177082	5999	245.0
ENSG00000180776	3999	580.0
ENSG00000141367	5499	1088.0
ENSG00000157216	4999	249.0
ENSG00000008853	4499	1078.0
ENSG00000072310	6999	220.0
ENSG00000115486	5999	5239.0
ENSG00000251414	3999	67.0
ENSG00000140521	4999	90.0
ENSG00000166405	4499	81.0
ENSG00000117477	7999	668.0
ENSG00000228404	5999	487.0
ENSG00000177370	8499	380.0
ENSG00000132003	10499	549.0
ENSG00000163810	3999	286.0
ENSG00000254595	6499	724.0
ENSG00000220695	4499	47.0
ENSG00000228474	4999	65.0
ENSG00000259884	4499	179.0
ENSG00000253944	3999	292.0
ENSG00000267458	5499	10417.0
ENSG00000005884	3999	364.0
ENSG00000257000	3999	168.0
ENSG00000064932	4999	1120.0
ENSG00000118518	9999	692.0
ENSG00000096384	3999	879.0
ENSG00000187775	5499	239.0
ENSG00000185033	3999	1227.0
ENSG00000114650	8999	2932.0
ENSG00000259556	10499	1332.0
ENSG00000165646	5999	924.0
ENSG00000167721	8999	332.0
ENSG00000255108	3999	316.0
ENSG00000226479	3999	376.0
ENSG00000241258	5999	292.0
ENSG00000124713	7499	494.0
ENSG00000185043	29499	7629.0
ENSG00000157077	6499	269.0
ENSG00000164241	6999	192.0
ENSG00000259529	3999	219.0
ENSG00000206880	5999	82.0
ENSG00000201469	10999	1593.0
ENSG00000129951	15499	6808.0
ENSG00000168259	11499	1715.0
ENSG00000238273	8499	205.0
ENSG00000228506	4499	245.0
ENSG00000135912	6999	100.0
ENSG00000136936	6999	289.0
ENSG00000139835	3999	769.0
ENSG00000214655	6999	403.0
ENSG00000255252	6499	217.0
ENSG00000175556	4999	258.0
ENSG00000107185	7499	139.0
ENSG00000102805	8999	453.0
ENSG00000241634	4499	47.0
ENSG00000040199	3999	106.0
ENSG00000162006	7499	2166.0
ENSG00000182796	5499	211.0
ENSG00000149179	11499	717.0
ENSG00000119723	4999	398.0
ENSG00000233436	6499	876.0
ENSG00000166482	4999	334.0
ENSG00000235328	4499	31.0
ENSG00000261779	5499	1078.0
ENSG00000165898	6999	503.0
ENSG00000148339	6999	324.0
ENSG00000270390	18999	1008.0
ENSG00000001630	7499	234.0
ENSG00000267342	4999	278.0
ENSG00000204856	10999	1090.0
ENSG00000153560	6499	138.0
ENSG00000198089	12499	786.0
ENSG00000161011	7499	361.0
ENSG00000258985	9999	261.0
ENSG00000269482	4499	200.0
ENSG00000180198	7999	161.0
ENSG00000088888	8999	1526.0
ENSG00000110721	3999	264.0
ENSG00000255857	14999	5905.0
ENSG00000089048	3999	99.0
ENSG00000150593	4999	98.0
ENSG00000252447	5499	433.0
ENSG00000100906	3999	92.0
ENSG00000203602	4999	390.0
ENSG00000226754	4499	690.0
ENSG00000053371	10999	303.0
ENSG00000126246	7499	2215.0
ENSG00000169026	6999	184.0
ENSG00000168159	3999	426.0
ENSG00000095383	4999	161.0
ENSG00000177303	11499	599.0
ENSG00000147912	7999	468.0
ENSG00000259661	4999	321.0
ENSG00000157500	5499	62.0
ENSG00000105723	5999	411.0
ENSG00000204842	7999	227.0
ENSG00000205323	4499	74.0
ENSG00000165516	4999	312.0
ENSG00000131153	4499	744.0
ENSG00000152291	6499	270.0
ENSG00000234040	6999	125.0
ENSG00000178028	6999	780.0
ENSG00000134590	6999	70.0
ENSG00000164597	12999	196.0
ENSG00000159147	10499	4103.0
ENSG00000204511	6499	8272.0
ENSG00000105655	4499	540.0
ENSG00000185127	4999	257.0
ENSG00000079134	5999	1332.0
ENSG00000141551	9999	1835.0
ENSG00000225302	3999	54.0
ENSG00000134873	3999	118.0
ENSG00000259407	3999	86.0
ENSG00000136816	4999	829.0
ENSG00000111012	5499	296.0
ENSG00000270094	6999	160.0
ENSG00000073792	13999	773.0
ENSG00000188313	5499	87.0
ENSG00000169291	4999	356.0
ENSG00000166313	4999	226.0
ENSG00000137877	6499	165.0
ENSG00000257913	8999	1556.0
ENSG00000165905	7499	289.0
ENSG00000117859	4499	1839.0
ENSG00000149735	5499	254.0
ENSG00000156261	4999	202.0
ENSG00000116062	8999	225.0
ENSG00000107581	4999	164.0
ENSG00000198561	4999	59.0
ENSG00000170632	3999	224.0
ENSG00000266324	24499	13625.0
ENSG00000267469	9499	1225.0
ENSG00000113758	4999	338.0
ENSG00000269728	6499	332.0
ENSG00000271032	14499	1094.0
ENSG00000271868	3999	1120.0
ENSG00000259792	6499	228.0
ENSG00000154511	10499	8218.0
ENSG00000202343	5499	116.0
ENSG00000227184	7499	236.0
ENSG00000269979	5999	415.0
ENSG00000179988	4499	56.0
ENSG00000182685	3999	1051.0
ENSG00000128274	3999	64.0
ENSG00000272100	7999	269.0
ENSG00000044115	3999	59.0
ENSG00000160959	5999	922.0
ENSG00000104960	6999	811.0
ENSG00000135945	4499	818.0
ENSG00000263657	4999	122.0
ENSG00000272367	6499	74.0
ENSG00000171462	7499	424.0
ENSG00000138600	4999	539.0
ENSG00000186714	4999	1663.0
ENSG00000100196	12499	5578.0
ENSG00000104219	8999	823.0
ENSG00000130706	6499	1963.0
ENSG00000165282	3999	107.0
ENSG00000270802	4499	50.0
ENSG00000271973	10499	526.0
ENSG00000136918	3999	4060.0
ENSG00000254317	7999	305.0
ENSG00000167900	3999	842.0
ENSG00000232530	4499	71.0
ENSG00000225339	4499	184.0
ENSG00000197958	3999	86.0
ENSG00000110944	3999	499.0
ENSG00000132612	11999	858.0
ENSG00000163481	3999	616.0
ENSG00000163382	7499	2829.0
ENSG00000133028	7999	545.0
ENSG00000220785	3999	1502.0
ENSG00000141759	8499	1176.0
ENSG00000180979	5499	136.0
ENSG00000113522	7999	510.0
ENSG00000140749	5499	97.0
ENSG00000260814	4999	182.0
ENSG00000134108	3999	58.0
ENSG00000237015	3999	157.0
ENSG00000228804	9499	374.0
ENSG00000187325	12499	1853.0
ENSG00000184363	3999	350.0
ENSG00000186364	5999	338.0
ENSG00000135046	3999	73.0
ENSG00000258430	6499	953.0
ENSG00000227006	9999	475.0
ENSG00000271912	3999	288.0
ENSG00000123600	6499	168.0
ENSG00000064763	4999	322.0
ENSG00000212175	5499	109.0
ENSG00000105135	7999	429.0
ENSG00000224799	3999	57.0
ENSG00000026036	8499	738.0
ENSG00000203761	6999	266.0
ENSG00000160193	10499	259.0
ENSG00000177981	8999	419.0
ENSG00000132275	6999	117.0
ENSG00000141027	5999	673.0
ENSG00000269987	7999	993.0
ENSG00000225610	4499	81.0
ENSG00000167778	6999	206.0
ENSG00000110711	7999	798.0
ENSG00000186063	11499	1364.0
ENSG00000120437	10499	2641.0
ENSG00000242748	7999	353.0
ENSG00000267484	6499	2210.0
ENSG00000267344	5499	101.0
ENSG00000224629	15499	447.0
ENSG00000264044	8499	412.0
ENSG00000101294	4999	153.0
ENSG00000180376	3999	233.0
ENSG00000265490	4999	165.0
ENSG00000170075	11499	2607.0
ENSG00000153558	6499	202.0
ENSG00000135679	5499	138.0
ENSG00000007384	3999	134.0
ENSG00000114021	14270	978.0
ENSG00000205664	6999	272.0
ENSG00000255320	3999	1560.0
ENSG00000051620	6499	146.0
ENSG00000141753	7999	144.0
ENSG00000138297	7499	2425.0
ENSG00000185291	11999	12878.0
ENSG00000100216	5499	1118.0
ENSG00000135185	5499	741.0
ENSG00000143977	4999	1104.0
ENSG00000104611	10499	351.0
ENSG00000135540	3999	83.0
ENSG00000244879	3999	64.0
ENSG00000116459	3999	31.0
ENSG00000270084	3999	2736.0
ENSG00000261641	7999	508.0
ENSG00000231333	4499	209.0
ENSG00000123353	7499	478.0
ENSG00000272160	8499	220.0
ENSG00000162894	7499	2947.0
ENSG00000254907	5499	229.0
ENSG00000100027	4999	786.0
ENSG00000138002	6499	1357.0
